genome_ID,assembly_accession,organism_name,superkingdom,phylum,class,order,family,genus,genome_size,proteins,completeness,contamination,nif_type,oxygen_discrete,oxygen_numeric,temperature,temp_discrete,pH,pH_discrete,habitat,habitat_richness,metabolic_richness,gene_number,gene_complexity,root_distance
G000020525,GCF_000020525.1,Chloroherpeton thalassium ATCC 35110,Bacteria,Chlorobi,Chlorobia,Chlorobiales,Chlorobiaceae,Chloroherpeton,3.293456,2819,99.45,1.09,anf,facultative,3,35.4,Mesophile,7.4,Neutrophile,Freshwater,0.01,0.170103093,42,0.451612903,0.73570006
G000021485,GCF_000021485.1,Acidithiobacillus ferrooxidans ATCC 23270,Bacteria,Acidithiobacillia,Acidithiobacillia,Acidithiobacillales,Acidithiobacillaceae,Acidithiobacillus,2.982397,3051,99.34,0,nif,aerobe,1,34.3,Mesophile,2,Acidophile,Terrestrial,0.05,0.242268041,42,0.451612903,0.698107289
G001559335,GCF_001559335.1,Acidithiobacillus ferrooxidans,Bacteria,Acidithiobacillia,Acidithiobacillia,Acidithiobacillales,Acidithiobacillaceae,Acidithiobacillus,3.10916,3240,99.34,0,nif,aerobe,1,29.5,Mesophile,2,Acidophile,Freshwater,0.05,0.242268041,42,0.451612903,0.698123925
G001418795,GCF_001418795.1,Acidithiobacillus ferrooxidans,Bacteria,Acidithiobacillia,Acidithiobacillia,Acidithiobacillales,Acidithiobacillaceae,Acidithiobacillus,3.111222,3242,99.34,0.03,nif,aerobe,1,29.5,Mesophile,2,Acidophile,Freshwater,0.01,0.242268041,42,0.451612903,0.703999234
G000568815,GCF_000568815.1,Sulfurospirillum multivorans DSM 12446,Bacteria,Epsilonproteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Sulfurospirillum,3.175729,3303,100,1.04,anf,anaerobe,2,31.7,Mesophile,5.6,Neutrophile,Terrestrial,0.09,0.154639175,42,0.451612903,0.882426728
G000763385,GCF_000763385.1,Leptolyngbya sp. KIOST-1,Bacteria,Cyanobacteria,0,Synechococcales,Leptolyngbyaceae,Leptolyngbya,6.320123,5731,99.18,3.14,nif,aerobe,1,40.7,Mesophile,5.7,Neutrophile,Hydrothermal,0.07,0.216494845,43,0.462365591,0.764750158
G000317025,GCF_000317025.1,Pleurocapsa sp. PCC 7327,Bacteria,Cyanobacteria,0,Pleurocapsales,Hyellaceae,Pleurocapsa,4.986817,4607,99.49,0.22,nif,NA,NA,37.6,Mesophile,5.7,Neutrophile,Freshwater,0.02,0.25257732,43,0.462365591,0.811957587
G000317285,GCF_000317285.1,Chlorogloeopsis fritschii PCC 6912,Bacteria,Cyanobacteria,0,Nostocales,Chlorogloeopsidaceae,Chlorogloeopsis,7.751745,6845,99.64,1.77,nif,aerobe,1,36.5,Mesophile,5.8,Neutrophile,Freshwater,0.09,0.257731959,42,0.451612903,0.809113478
G000317265,GCF_000317265.1,Chlorogloeopsis fritschii PCC 9212,Bacteria,Cyanobacteria,0,Nostocales,Chlorogloeopsidaceae,Chlorogloeopsis,7.649851,6722,99.76,1.53,nif,aerobe,1,36.5,Mesophile,5.8,Neutrophile,Freshwater,0.09,0.25257732,42,0.451612903,0.811395466
G001659685,GCF_001659685.2,Labilibacter marinus,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Marinilabiliaceae,Labilibacter,6.026579,4692,100,1.36,nif,facultative,3,30.9,Mesophile,5.8,Neutrophile,Saline,0.01,0.216494845,42,0.451612903,1.143291913
G900115065,GCA_900115065.1,Formivibrio citricus,Bacteria,Betaproteobacteria,Betaproteobacteria,Neisseriales,Chromobacteriaceae,Formivibrio,3.072471,2783,99.36,1.71,nif,anaerobe,2,34.5,Mesophile,5.8,Neutrophile,Freshwater,0.13,0.221649485,46,0.494623656,0.750439202
G000517105,GCF_000517105.1,Fischerella sp. PCC 9605,Bacteria,Cyanobacteria,0,Nostocales,Hapalosiphonaceae,Fischerella,8.079181,7066,100,1.08,nif,aerobe,1,35.6,Mesophile,5.9,Neutrophile,Terrestrial,0.05,0.242268041,43,0.462365591,0.804964575
G000420085,GCF_000420085.1,Desulfospira joergensenii DSM 10085,Bacteria,Deltaproteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobacteraceae,Desulfospira,6.11947,5407,99.35,1.61,nif,anaerobe,2,34.8,Mesophile,5.9,Neutrophile,Saline,0.05,0.201030928,42,0.451612903,0.944503128
G900114615,GCA_900114615.1,Pelosinus propionicus DSM 13327,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Sporomusaceae,Pelosinus,5.413664,5186,100,3.16,anf,anaerobe,2,32.1,Mesophile,6,Neutrophile,Host-associated,0.06,0.278350515,43,0.462365591,0.659219211
G000316115,GCF_000316115.1,Leptolyngbya sp. PCC 7375,Bacteria,Cyanobacteria,0,Synechococcales,Leptolyngbyaceae,Leptolyngbya,9.422968,8518,99.73,1.09,nif,aerobe,1,33.1,Mesophile,6.3,Neutrophile,Saline,0.04,0.231958763,43,0.462365591,0.763477739
G001904635,GCF_001904635.1,Hydrococcus rivularis NIES-593,Bacteria,Cyanobacteria,0,Pleurocapsales,Hydrococcaceae,Hydrococcus,5.148315,4659,99.49,0.44,nif,aerobe,1,37.7,Mesophile,6.4,Neutrophile,Hydrothermal,0,0.237113402,43,0.462365591,0.811895461
G900130015,GCF_900130015.1,Desulfofustis glycolicus DSM 9705,Bacteria,Deltaproteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobulbaceae,Desulfofustis,4.977298,4506,99.32,0.89,nif,anaerobe,2,33.4,Mesophile,6.4,Neutrophile,Terrestrial,0.1,0.216494845,43,0.462365591,0.817979108
G000309945,GCF_000309945.1,Oscillatoriales cyanobacterium JSC-12,Bacteria,Cyanobacteria,0,Oscillatoriales,0,0,5.530491,4991,99.53,0.24,nif,aerobe,1,36.3,Mesophile,6.5,Neutrophile,Terrestrial,0.04,0.231958763,43,0.462365591,0.711610381
G001308895,GCF_001308895.1,Leptospirillum sp. YQP-1,Bacteria,Nitrospirae,Nitrospira,Nitrospirales,Nitrospiraceae,Leptospirillum,3.103789,3200,99.34,0,nif,NA,NA,34.7,Mesophile,6.8,Neutrophile,Freshwater,0.01,0.242268041,42,0.451612903,0.698007289
G000244995,GCF_000244995.1,Burkholderiales bacterium JOSHI_001,Bacteria,Betaproteobacteria,Betaproteobacteria,Burkholderiales,0,0,5.600627,4900,100,0,nif,facultative,3,28.9,Mesophile,7.2,Neutrophile,Freshwater,0.39,0.309278351,42,0.451612903,0.871169003
G000315795,GCF_000315795.1,Caenispirillum salinarum AK4,Bacteria,Alphaproteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Caenispirillum,4.952465,4553,99.5,0.25,nif,aerobe,1,31.6,Mesophile,7.5,Neutrophile,Saline,0.14,0.298969072,43,0.462365591,0.777676808
G000970145,GCF_000970145.1,Methanosarcina siciliae C2J,Archaea,Euryarchaeota,Methanomicrobia,Methanosarcinales,Methanosarcinaceae,Methanosarcina,5.42789,4706,99.84,0.65,vnf/anf,anaerobe,2,38.5,Mesophile,5.3,Acidophile,Saline,0.12,0.175257732,45,0.483870968,0.840791648
G000949475,GCF_000949475.1,Draconibacterium sediminis,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prolixibacteraceae,Draconibacterium,5.992231,4720,99.89,2.96,nif,facultative,3,35.7,Mesophile,5.8,Neutrophile,Saline,0.07,0.221649485,45,0.483870968,1.168259356
G001939115,GCF_001939115.1,Oscillatoriales cyanobacterium 'hensonii',Bacteria,Cyanobacteria,0,Oscillatoriales,0,0,5.94003,5321,97.64,1.06,nif,aerobe,1,38.7,Mesophile,6.3,Neutrophile,Freshwater,0.08,0.216494845,44,0.47311828,0.719729646
G001312005,GCF_001312005.1,Methylomonas koyamae JCM 16701,Bacteria,Gammaproteobacteria,Gammaproteobacteria,Methylococcales,Methylococcaceae,Methylomonas,4.954151,6179,95.02,0.38,nif,aerobe,1,30,Mesophile,6.5,Neutrophile,Freshwater,0.29,0.329896907,43,0.462365591,0.864243767
G000472285,GCF_000472285.1,Desulfuromonas sp. TF,Bacteria,Deltaproteobacteria,Deltaproteobacteria,Desulfuromonadales,Desulfuromonadaceae,Desulfuromonas,4.402753,4071,99.24,0.97,nif,NA,NA,35.3,Mesophile,6.8,Neutrophile,Saline,NA,0.221649485,44,0.47311828,0.696880442
G001305615,GCF_001305615.1,Confluentimicrobium sp. EMB200-NS6,Bacteria,Alphaproteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Confluentimicrobium,4.147426,4018,99.39,1.18,nif,aerobe,1,26.9,Mesophile,7.2,Neutrophile,Saline,0.29,0.262886598,45,0.483870968,0.936063564
G000970085,GCF_000970085.1,Methanosarcina siciliae T4/M,Archaea,Euryarchaeota,Methanomicrobia,Methanosarcinales,Methanosarcinaceae,Methanosarcina,5.017558,4232,99.84,0.65,vnf/anf,anaerobe,2,38.3,Mesophile,5,Acidophile,Freshwater,0.12,0.175257732,46,0.494623656,0.84166924
G000711225,GCF_000711225.1,Pelobacter seleniigenes DSM 18267,Bacteria,Deltaproteobacteria,Deltaproteobacteria,Desulfuromonadales,Desulfuromonadaceae,Pelobacter,5.088373,4478,99.35,1.61,nif,anaerobe,2,33,Mesophile,5.6,Neutrophile,Freshwater,0.14,0.24742268,45,0.483870968,0.743785685
G000828085,GCF_000828085.2,Scytonema tolypothrichoides VB-61278,Bacteria,Cyanobacteria,0,Nostocales,Scytonemataceae,Scytonema,7.893269,6831,100,1.41,nif,aerobe,1,35,Mesophile,5.8,Neutrophile,Terrestrial,0.06,0.25257732,45,0.483870968,0.835110751
G000007345,GCF_000007345.1,Methanosarcina acetivorans C2A,Archaea,Euryarchaeota,Methanomicrobia,Methanosarcinales,Methanosarcinaceae,Methanosarcina,5.751492,4884,99.84,0.03,vnf/anf,anaerobe,2,38,Mesophile,5.9,Neutrophile,Saline,0.12,0.180412371,46,0.494623656,0.827230611
G000016185,GCF_000016185.1,Rhodospirillum centenum SW,Bacteria,Alphaproteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Rhodospirillum,4.355543,3937,99.56,0,nif,NA,NA,30.5,Mesophile,6.3,Neutrophile,Terrestrial,0.23,0.345360825,46,0.494623656,0.79596319
G000020365,GCF_000020365.1,Desulfobacterium autotrophicum HRM2,Bacteria,Deltaproteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobacteraceae,Desulfobacterium,5.657782,4934,99.35,1.29,nif,anaerobe,2,37,Mesophile,6.3,Neutrophile,Saline,0.03,0.206185567,44,0.47311828,0.883027833
G000421285,GCF_000421285.1,Desulfotignum balticum DSM 7044,Bacteria,Deltaproteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobacteraceae,Desulfotignum,5.118755,4701,99.35,0,nif,anaerobe,2,33.4,Mesophile,6.6,Neutrophile,Saline,0.06,0.206185567,44,0.47311828,0.973961837
G000828835,GCF_000828835.1,Thioploca ingrica,Bacteria,Gammaproteobacteria,Gammaproteobacteria,Thiotrichales,Thiotrichaceae,Thioploca,4.810005,3927,94.52,2.39,nif,microaerophile,4,35.8,Mesophile,6.6,Neutrophile,Freshwater,0.07,0.25257732,45,0.483870968,0.744383174
G000015585,GCF_000015585.1,Halorhodospira halophila SL1,Bacteria,Gammaproteobacteria,Gammaproteobacteria,Chromatiales,Ectothiorhodospiraceae,Halorhodospira,2.678452,2462,98.91,1.41,nif,NA,NA,35.6,Mesophile,6.8,Neutrophile,Host-associated,0.06,0.273195876,44,0.47311828,0.811098673
G000482245,GCF_000482245.1,Leptolyngbya sp. Heron Island J,Bacteria,Cyanobacteria,0,Synechococcales,Leptolyngbyaceae,Leptolyngbya,8.064168,7221,98.64,1.49,nif,aerobe,1,32.6,Mesophile,7,Neutrophile,Saline,0.02,0.268041237,45,0.483870968,0.765634243
G900101345,GCA_900101345.1,Desulfoluna spongiiphila,Bacteria,Deltaproteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobacteraceae,Desulfoluna,6.535106,5244,99.35,1.61,nif,anaerobe,2,28,Mesophile,7.5,Neutrophile,Host-associated,0.06,0.195876289,43,0.462365591,0.876294411
G000020045,GCF_000020045.1,Paraburkholderia phymatum STM815,Bacteria,Betaproteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Paraburkholderia,8.676562,7814,99.09,0.79,nif,aerobe,1,29.2,Mesophile,4.9,Acidophile,Terrestrial,0.28,0.37628866,46,0.494623656,0.845469774
G000013645,GCF_000013645.1,Paraburkholderia xenovorans LB400,Bacteria,Betaproteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Paraburkholderia,9.731138,8704,100,0.3,nif,aerobe,1,29,Mesophile,5,Acidophile,Terrestrial,0.29,0.412371134,46,0.494623656,0.855147747
G000317125,GCF_000317125.1,Chroococcidiopsis thermalis PCC 7203,Bacteria,Cyanobacteria,0,Chroococcidiopsidales,Chroococcidiopsidaceae,Chroococcidiopsis,6.689401,5973,99.63,1.44,nif,aerobe,1,34,Mesophile,5.2,Acidophile,Freshwater,0.09,0.237113402,46,0.494623656,0.795903113
G000204075,GCA_000204075.1,Anabaena variabilis ATCC 29413,Bacteria,Cyanobacteria,0,Nostocales,Nostocaceae,Anabaena,7.105752,5927,99.33,0,vnf,aerobe,1,32.9,Mesophile,5.7,Neutrophile,Freshwater,0.13,0.211340206,46,0.494623656,0.832471574
G000017505,GCF_000017505.1,Anaeromyxobacter sp. Fw109-5,Bacteria,Deltaproteobacteria,Deltaproteobacteria,Myxococcales,Anaeromyxobacteraceae,Anaeromyxobacter,5.27799,4602,99.35,0.65,nif,NA,NA,36.2,Mesophile,6.2,Neutrophile,Freshwater,0.12,0.206185567,46,0.494623656,0.666185515
G000300115,GCF_000300115.1,Tolypothrix sp. PCC 7601,Bacteria,Cyanobacteria,0,Nostocales,Tolypothrichaceae,Tolypothrix,9.975142,8094,99.11,0,vnf,aerobe,1,31.4,Mesophile,6.4,Neutrophile,Freshwater,0.15,0.221649485,46,0.494623656,0.801531975
G000218875,GCF_000218875.1,Zymomonas mobilis subsp. pomaceae ATCC 29192,Bacteria,Alphaproteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Zymomonas,2.061413,1776,100,0,anf,aerobe,1,28.8,Mesophile,6.4,Neutrophile,Plant,0.28,0.139175258,50,0.537634409,1.006688226
G000271665,GCF_000271665.2,Pelosinus fermentans JBW45,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Sporomusaceae,Pelosinus,5.380816,4773,100,2.11,anf,NA,NA,33.7,Mesophile,6.5,Neutrophile,Terrestrial,0.06,0.283505155,46,0.494623656,0.659756508
G000016505,GCF_000016505.1,Clostridium kluyveri DSM 555,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,4.0238,3973,99.31,0,vnf/anf,anaerobe,2,41.3,Mesophile,6.8,Neutrophile,Freshwater,0.05,0.206185567,50,0.537634409,0.883092322
G001697225,GCF_001697225.1,Immundisolibacter cernigliae,Bacteria,Gammaproteobacteria,Gammaproteobacteria,Immundisolibacterales,Immundisolibacteraceae,Immundisolibacter,3.243537,3055,98.17,0.61,nif,aerobe,1,29,Mesophile,7,Neutrophile,Terrestrial,0.04,0.257731959,47,0.505376344,0.663234009
G000754095,GCF_000754095.2,Acidihalobacter prosperus,Bacteria,Gammaproteobacteria,Gammaproteobacteria,Chromatiales,Ectothiorhodospiraceae,Acidihalobacter,3.359675,3252,99.2,1.97,nif,aerobe,1,37,Mesophile,2,Acidophile,Saline,0.18,0.242268041,46,0.494623656,0.685948727
G000621665,GCF_000621665.1,Rhizobium undicola ORS 992 = ATCC 700741,Bacteria,Alphaproteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Rhizobium,4.13386,3724,96.82,0,nif,aerobe,1,30.6,Mesophile,5.4,Acidophile,Plant,0.25,0.340206186,47,0.505376344,1.031606681
G001040945,GCF_001040945.1,Herbaspirillum seropedicae,Bacteria,Betaproteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Herbaspirillum,5.509723,4758,99.87,0.5,nif,aerobe,1,34,Mesophile,5.6,Neutrophile,Host-associated,0.34,0.329896907,47,0.505376344,0.835157942
G000828075,GCF_000828075.2,Tolypothrix campylonemoides VB511288,Bacteria,Cyanobacteria,0,Nostocales,Tolypothrichaceae,Tolypothrix,9.468441,8296,99.52,3.41,nif,aerobe,1,37.1,Mesophile,6,Neutrophile,Terrestrial,0.1,0.237113402,47,0.505376344,0.833544987
G001311845,GCF_001311845.1,Desulfosarcina cetonica JCM 12296,Bacteria,Deltaproteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobacteraceae,Desulfosarcina,7.092334,7995,94.35,2.8,nif,anaerobe,2,36.6,Mesophile,6.3,Neutrophile,Freshwater,0.11,0.18556701,47,0.505376344,0.897364555
G000025705,GCF_000025705.1,Sideroxydans lithotrophicus ES-1,Bacteria,Betaproteobacteria,Betaproteobacteria,Gallionellales,Gallionellaceae,Sideroxydans,3.003656,2974,99.52,0.48,nif,NA,NA,29,Mesophile,7.1,Neutrophile,Freshwater,0.24,0.257731959,46,0.494623656,0.722635677
G000739795,GCF_000739795.1,Paraburkholderia kururiensis subsp. thiooxydans NBRC 107107,Bacteria,Betaproteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Paraburkholderia,6.795583,6138,99.95,1.61,nif,aerobe,1,31.5,Mesophile,4.8,Acidophile,Host-associated,0.19,0.463917526,48,0.516129032,0.838237857
G001865575,GCF_001865575.1,Paraburkholderia sprentiae WSM5005,Bacteria,Betaproteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Paraburkholderia,7.829542,7108,100,0.2,nif,aerobe,1,29.1,Mesophile,4.9,Acidophile,Host-associated,0.21,0.391752577,48,0.516129032,0.850373312
G000373985,GCF_000373985.1,Desulfobacter curvatus DSM 3379,Bacteria,Deltaproteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobacteraceae,Desulfobacter,5.644283,4976,99.96,0,vnf,anaerobe,2,35,Mesophile,5.8,Neutrophile,Saline,0.02,0.18556701,48,0.516129032,0.987082136
G000768065,GCF_000768065.1,Aquabacterium sp. NJ1,Bacteria,Betaproteobacteria,Betaproteobacteria,Burkholderiales,0,Aquabacterium,5.020969,4339,99.84,0.62,nif,aerobe,1,30.5,Mesophile,6.2,Neutrophile,Freshwater,0.37,0.288659794,48,0.516129032,0.876228536
G000517605,GCF_000517605.1,Rhizobium leguminosarum bv. trifolii WSM1689,Bacteria,Alphaproteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Rhizobium,6.903379,6617,100,0.07,nif,aerobe,1,29.8,Mesophile,6.3,Neutrophile,Terrestrial,0.31,0.304123711,47,0.505376344,1.015827938
G000381265,GCF_000381265.1,Curvibacter lanceolatus ATCC 14669,Bacteria,Betaproteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Curvibacter,6.832523,6287,100,0.16,nif,aerobe,1,31.3,Mesophile,6.4,Neutrophile,Freshwater,0.44,0.329896907,47,0.505376344,0.857105935
G001305515,GCF_001305515.1,Prosthecomicrobium hirschii,Bacteria,Alphaproteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Prosthecomicrobium,6.484983,5765,98.63,0.79,nif,facultative,3,28.5,Mesophile,6.4,Neutrophile,Freshwater,0.18,0.31443299,49,0.52688172,0.913180532
G000422925,GCF_000422925.1,Paludibacterium yongneupense DSM 18731,Bacteria,Betaproteobacteria,Betaproteobacteria,Neisseriales,Chromobacteriaceae,Paludibacterium,4.33294,4035,99.57,1.42,nif,facultative,3,26.8,Mesophile,6.4,Neutrophile,Terrestrial,0.15,0.37628866,47,0.505376344,0.754279134
G000379125,GCF_000379125.1,Methylosinus sp. LW4,Bacteria,Alphaproteobacteria,Alphaproteobacteria,Rhizobiales,Methylocystaceae,Methylosinus,4.824446,4363,99.69,0,nif,NA,NA,27.3,Mesophile,6.7,Neutrophile,Freshwater,0.3,0.237113402,49,0.52688172,0.962609456
G000188155,GCF_000188155.2,Methylocystis sp. ATCC 49242,Bacteria,Alphaproteobacteria,Alphaproteobacteria,Rhizobiales,Methylocystaceae,Methylocystis,4.726034,4644,99.68,0.86,nif,NA,NA,33.7,Mesophile,6.7,Neutrophile,Terrestrial,0.3,0.206185567,49,0.52688172,0.973848515
G001746755,GCF_001746755.1,Magnetovibrio blakemorei,Bacteria,Alphaproteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Magnetovibrio,3.638804,3572,98.51,0.5,nif,microaerophile,4,27,Mesophile,7,Neutrophile,Saline,0.2,0.283505155,48,0.516129032,0.832217929
G900156605,GCF_900156605.1,Insolitispirillum peregrinum,Bacteria,Alphaproteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Insolitispirillum,4.638036,3980,99.5,0,nif,aerobe,1,32,Mesophile,7.2,Neutrophile,Host-associated,0.04,0.262886598,48,0.516129032,0.796411084
G000740015,GCF_000740015.1,Vibrio diazotrophicus NBRC 103148,Bacteria,Gammaproteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,4.721754,4276,99.66,2.7,nif,aerobe,1,30.6,Mesophile,7.2,Neutrophile,Host-associated,0.2,0.350515464,48,0.516129032,0.948793347
G000688515,GCF_000688515.1,Afifella pfennigii DSM 17143,Bacteria,Alphaproteobacteria,Alphaproteobacteria,Rhizobiales,Rhodobiaceae,Afifella,3.872586,3738,99.4,0.63,nif,facultative,3,32.5,Mesophile,7.3,Neutrophile,Saline,0.31,0.304123711,47,0.505376344,0.883167579
G000935025,GCF_000935025.1,Sphingomonas hengshuiensis,Bacteria,Alphaproteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,5.228389,4812,99.54,0.41,nif,aerobe,1,24.1,Mesophile,7.3,Neutrophile,Terrestrial,0.33,0.298969072,48,0.516129032,0.980254766
G000317205,GCF_000317205.1,Fischerella muscicola PCC 7414,Bacteria,Cyanobacteria,0,Nostocales,Hapalosiphonaceae,Fischerella,6.902954,6071,99.52,0.68,vnf,aerobe,1,36.2,Mesophile,5.4,Acidophile,Terrestrial,0.02,0.242268041,49,0.52688172,0.810435354
G000069785,GCF_000069785.1,Cupriavidus taiwanensis LMG 19424,Bacteria,Betaproteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Cupriavidus,6.476522,5767,99.94,0,nif,aerobe,1,34.1,Mesophile,5.8,Neutrophile,Plant,0.28,0.360824742,48,0.516129032,0.804126556
G000021325,GCF_000021325.1,Gluconacetobacter diazotrophicus PA1 5,Bacteria,Alphaproteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Gluconacetobacter,3.914947,3614,100,0,nif,NA,NA,27.8,Mesophile,5.8,Neutrophile,Terrestrial,0.22,0.237113402,49,0.52688172,0.947260959
G000294655,GCF_000294655.1,Phaeospirillum molischianum DSM 120,Bacteria,Alphaproteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Phaeospirillum,3.805617,3695,99.5,0.75,anf,anaerobe,2,30.5,Mesophile,5.8,Neutrophile,Terrestrial,0.16,0.273195876,53,0.569892473,0.818510766
G001017175,GCF_001017175.1,Microvirga vignae,Bacteria,Alphaproteobacteria,Alphaproteobacteria,Rhizobiales,Methylobacteriaceae,Microvirga,6.472445,6601,99.22,2.12,nif,aerobe,1,33.7,Mesophile,6.2,Neutrophile,Plant,0.24,0.31443299,50,0.537634409,0.952988523
G000731315,GCF_000731315.1,Neorhizobium galegae bv. orientalis str. HAMBI 540,Bacteria,Alphaproteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Neorhizobium,6.455027,6172,99,0.63,nif,aerobe,1,30.7,Mesophile,6.4,Neutrophile,Plant,0.28,0.304123711,48,0.516129032,1.035443071
G000227725,GCF_000227725.1,Thiorhodospira sibirica ATCC 700588,Bacteria,Gammaproteobacteria,Gammaproteobacteria,Chromatiales,Ectothiorhodospiraceae,Thiorhodospira,3.188869,3000,95.38,0.86,nif,NA,NA,37.1,Mesophile,6.4,Neutrophile,Host-associated,0.15,0.262886598,48,0.516129032,0.744782867
G000261485,GCF_000261485.1,Ensifer sojae CCBAU 05684,Bacteria,Alphaproteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Ensifer,5.964336,5705,97.57,1.72,nif,aerobe,1,30.7,Mesophile,6.5,Neutrophile,Plant,0.37,0.335051546,48,0.516129032,1.032305939
G000006965,GCF_000006965.1,Sinorhizobium meliloti 1021,Bacteria,Alphaproteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Sinorhizobium,6.691694,6303,99.28,0.31,nif,aerobe,1,29.8,Mesophile,6.5,Neutrophile,Plant,0.35,0.324742268,49,0.52688172,1.017069201
G000017145,GCF_000017145.1,Sinorhizobium medicae WSM419,Bacteria,Alphaproteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Sinorhizobium,6.817576,6494,99.16,0,nif,aerobe,1,29.8,Mesophile,6.6,Neutrophile,Plant,0.35,0.324742268,49,0.52688172,1.032561882
G900101965,GCA_900101965.1,Rhodospira trueperi,Bacteria,Alphaproteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Rhodospira,4.211331,3706,100,0.25,nif,anaerobe,2,27.4,Mesophile,6.6,Neutrophile,Saline,0.07,0.273195876,49,0.52688172,0.815944493
G000633935,GCF_000633935.1,Ectothiorhodospira haloalkaliphila ATCC 51935,Bacteria,Gammaproteobacteria,Gammaproteobacteria,Chromatiales,Ectothiorhodospiraceae,Ectothiorhodospira,3.448426,3177,99.94,0.52,nif,facultative,3,34.9,Mesophile,6.6,Neutrophile,Freshwater,0.05,0.268041237,48,0.516129032,0.7324854
G000023065,GCF_000023065.1,Tolumonas auensis DSM 9187,Bacteria,Gammaproteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Tolumonas,3.471292,3176,100,0.54,nif,aerobe,1,22,Mesophile,7.2,Neutrophile,Freshwater,0.14,0.329896907,50,0.537634409,0.867107916
G000176015,GCF_000176015.1,Rhodobacter sp. SW2,Bacteria,Alphaproteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rhodobacter,3.514342,3413,96.46,0.06,nif,NA,NA,24.5,Mesophile,7.5,Neutrophile,Saline,0.31,0.298969072,49,0.52688172,0.976990481
G000425625,GCF_000425625.1,Pseudomonas azotifigens DSM 17556,Bacteria,Gammaproteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,5.017423,4562,100,0.69,nif,microaerophile,4,34.5,Mesophile,8,Alkaliphile,Terrestrial,0.31,0.309278351,50,0.537634409,0.844275887
G001420915,GCF_001420915.1,Agarivorans gilvus,Bacteria,Gammaproteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Agarivorans,4.4166,4281,100,0.27,nif,aerobe,1,30,Mesophile,8.5,Alkaliphile,Plant,0.1,0.309278351,48,0.516129032,0.877708559
G000253295,GCF_000253295.1,Hyphomicrobium sp. MC1,Bacteria,Alphaproteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Hyphomicrobium,4.757528,4619,100,0.2,nif,NA,NA,31.1,Mesophile,5.6,Neutrophile,Terrestrial,0.2,0.273195876,49,0.52688172,0.924138245
G000284415,GCF_000284415.1,Pararhodospirillum photometricum DSM 122,Bacteria,Alphaproteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Pararhodospirillum,3.876289,3513,100,0,anf,anaerobe,2,32.3,Mesophile,5.8,Neutrophile,Terrestrial,0.08,0.237113402,54,0.580645161,0.828159652
